SUBJECT,NUMBER
LAW,6203
LAW,6321
LAW,5297
LAW,5247
LAW,5420
LAW,5386
LAW,5386
LAW,5345
LAW,5309
LAW,7397
LAW,5266
LAW,7397
LAW,5110
LAW,5245
LAW,5197
LAW,5410
LAW,5386
LAW,5381
LAW,5198
LAW,5328
LAW,5397
LAW,6207
LAW,5386
LAW,5398
LAW,6355
LAW,6386
LAW,5386
LAW,5397
LAW,6333
MANA,7339
MANA,7373
MANA,7397
MANA,7339
MANA,4337
MANA,4355
MANA,3335
MANA,8999
MANA,3335
MANA,"   6A32"
MANA,"   6A32"
MANA,4336
MANA,8336
MANA,8999
MANA,4331
MANA,3335
MANA,7347
MANA,4350
MANA,3335
MANA,7375
MANA,7395
MANA,4330
MANA,4333
MANA,6383
MANA,4346
MANA,7358
MANA,7334
MANA,4336
MANA,4346
MANA,3335
MANA,3335
MANA,7330
MANA,8999
MANA,4347
MANA,"   7A49"
MANA,7336
MANA,4330
MANA,7356
MANA,4346
MANA,7382
MANA,4346
MANA,4397
MANA,7355
MANA,7351
MANA,4396
MANA,4356
MANA,7332
MANA,4353
MANA,4355
MANA,4353
MANA,4347
MANA,4385
MANA,7397
MANA,4338
MANA,4355
MANA,4337
MANA,"   6A25"
MANA,7397
MANA,7312
MANA,4348
MANA,7356
MANA,4330
MANA,3335
MANA,8345
MANA,4350
MANA,4356
MANA,6310
MANA,4338
MANA,4330
MANA,4358
MANA,3335
MANA,4385
MANA,8399
MANA,"   6A83"
MANA,7354
MANA,7380
MANA,7329
MANA,4341
MANA,3335
MANA,4331
MANA,4310
MANA,4353
MANA,4347
MARK,3337
MARK,4380
MARK,7347
MARK,4380
MARK,4398
MARK,4365
MARK,4376
MARK,"   7A44"
MARK,4362
MARK,4373
MARK,6398
MARK,3339
MARK,3339
MARK,7332
MARK,4390
MARK,4332
MARK,4365
MARK,4338
MARK,3336
MARK,8999
MARK,4379
MARK,4398
MARK,4396
MARK,4376
MARK,8398
MARK,7399
MARK,7365
MARK,7368
MARK,4198
MARK,4332
MARK,3339
MARK,4374
MARK,3337
MARK,3339
MARK,4332
MARK,3336
MARK,3336
MARK,3336
MARK,8999
MARK,8338
MARK,7332
MARK,4398
MARK,4373
MARK,3339
MARK,6361
MARK,3339
MARK,4375
MARK,4374
MARK,4365
MARK,4397
MARK,"   6A61"
MARK,8999
MARK,8999
MARK,3337
MARK,4339
MARK,6361
MARK,3339
MARK,3339
MARK,3337
MARK,4365
MARK,4338
MARK,7397
MARK,4363
MARK,4379
MAS,2340
MAS,2340
MAS,3343
MAS,3344
MAS,3340
MATH,8699
MATH,1324
MATH,1351
MATH,8398
MATH,3336
MATH,2312
MATH,6315
MATH,1324
MATH,2414
MATH,1351
MATH,2414
MATH,3339
MATH,1314
MATH,3336
MATH,6315
MATH,3396
MATH,6398
MATH,3321
MATH,8399
MATH,3339
MATH,8699
MATH,3325
MATH,3363
MATH,8398
MATH,3307
MATH,4323
MATH,8698
MATH,8398
MATH,6398
MATH,3330
MATH,3339
MATH,3364
MATH,4396
MATH,2131
MATH,3333
MATH,3339
MATH,2413
MATH,5344
MATH,2312
MATH,3330
MATH,6381
MATH,8698
MATH,6359
MATH,4377
MATH,2415
MATH,8398
MATH,3321
MATH,1342
MATH,6359
MATH,3331
MATH,2413
MATH,3338
MATH,4383
MATH,4362
MATH,4380
MATH,2413
MATH,1342
MATH,7315
MATH,6303
MATH,6398
MATH,6383
MATH,8698
MATH,1325
MATH,3339
MATH,8698
MATH,2318
MATH,3325
MATH,1100
MATH,3304
MATH,1342
MATH,6315
MATH,4389
MATH,8698
MATH,1300
MATH,1324
MATH,1314
MATH,8699
MATH,6395
MATH,1342
MATH,3363
MATH,1451
MATH,7352
MATH,6309
MATH,3399
MATH,8398
MATH,2415
MATH,4309
MATH,2318
MATH,1342
MATH,3363
MATH,3338
MATH,8698
MATH,1100
MATH,6373
MATH,1342
MATH,3333
MATH,1332
MATH,6371
MATH,2318
MATH,2312
MATH,4378
MATH,2131
MATH,1100
MATH,2318
MATH,6315
MATH,2414
MATH,1314
MATH,2413
MATH,1451
MATH,6374
MATH,2312
MATH,2312
MATH,1314
MATH,8399
MATH,6313
MATH,6397
MATH,6381
MATH,3331
MATH,8698
MATH,8698
MATH,1332
MATH,8698
MATH,1351
MATH,3363
MATH,2318
MATH,3379
MATH,2414
MATH,2413
MATH,2414
MATH,1100
MATH,8398
MATH,5330
MATH,6367
MATH,6397
MATH,8398
MATH,2413
MATH,4364
MATH,8698
MATH,8999
MATH,2414
MATH,3321
MATH,4315
MATH,6308
MATH,8698
MATH,4364
MATH,6398
MATH,3325
MATH,5385
MATH,6321
MATH,8698
MATH,1324
MATH,4365
MATH,3349
MATH,2414
MATH,6398
MATH,1324
MATH,3338
MATH,3321
MATH,3336
MATH,8398
MATH,2312
MATH,2413
MATH,3334
MATH,3336
MATH,4322
MATH,2312
MATH,8698
MATH,1314
MATH,5332
MATH,8698
MATH,8699
MATH,1324
MATH,8698
MATH,4332
MATH,8398
MATH,6361
MATH,8399
MATH,8398
MATH,8398
MECE,2334
MECE,6335
MECE,5397
MECE,8399
MECE,8399
MECE,8699
MECE,6384
MECE,4398
MECE,8699
MECE,8298
MECE,8598
MECE,8598
MECE,8598
MECE,3400
MECE,5397
MECE,8399
MECE,3245
MECE,8399
MECE,8598
MECE,6397
MECE,7397
MECE,8398
MECE,6397
MECE,8298
MECE,4341
MECE,4371
MECE,4331
MECE,3345
MECE,8298
MECE,8598
MECE,8398
MECE,5367
MECE,4343
MECE,7399
MECE,4398
MECE,3336
MECE,8298
MECE,5397
MECE,4340
MECE,7399
MECE,3245
MECE,8598
MECE,6399
MECE,3363
MECE,8699
MECE,7399
MECE,8598
MECE,6397
MECE,7399
MECE,8298
MECE,3369
MECE,5397
MECE,8598
MECE,8398
MECE,8298
MECE,8399
MECE,6397
MECE,3336
MECE,8398
MECE,3363
MECE,8298
MECE,6334
MECE,8598
MECE,8699
MECE,8399
MECE,8699
MECE,8298
MECE,8498
MECE,8399
MECE,6399
MECE,8298
MECE,8298
MECE,8398
MECE,3381
MECE,6374
MECE,4340
MECE,8298
MECE,6353
MECE,2361
MECE,3336
MECE,4364
MECE,8398
MECE,4341
MECE,7399
MECE,6399
MECE,8699
MECE,7399
MECE,5397
MECE,8598
MECE,8399
MECE,4399
MECE,2334
MECE,2334
MECE,6397
MECE,6364
MECE,5397
MECE,8699
MECE,8298
MECE,8298
MECE,4372
MECE,8398
MECE,8699
MECE,8598
MECE,7399
MECE,6367
MECE,2334
MECE,8198
MECE,8399
MECE,6397
MECE,4398
MECE,8398
MECE,3338
MECE,6363
MECE,8399
MECE,8298
MECE,4398
MECE,8398
MECE,2361
MECE,3360
MECE,6397
MECE,8699
MECE,3336
MECE,6322
MECE,8398
MECE,5397
MECE,8399
MECE,6111
MECE,8398
MECE,8398
MECE,6399
MECE,2334
MECE,2334
MECE,8398
MECE,8699
MECE,8399
MECE,8298
MECE,8699
MECE,8399
MECE,5397
MECE,6333
MECE,8699
MECE,8598
MECT,4276
MECT,3318
MECT,3155
MECT,4172
MECT,3355
MECT,4345
MECT,2354
MECT,1365
MECT,3367
MECT,4364
MECT,1364
MECT,3318
MECT,1364
MECT,6397
MECT,3331
MECT,3358
MECT,3342
MECT,3331
MECT,2354
MECT,4372
MECT,3155
MECT,4331
MECT,3355
MECT,3341
MECT,1330
MECT,3360
MECT,4188
MECT,6397
MECT,3118
MECT,4350
MECT,4275
MECT,3365
MECT,4172
MECT,3118
MECT,3330
MECT,6396
MECT,4188
MECT,6397
MIS,3376
MIS,4397
MIS,4374
MIS,8999
MIS,3376
MIS,7397
MIS,6398
MIS,7397
MIS,7397
MIS,3370
MIS,4386
MIS,4374
MIS,4477
MIS,3371
MIS,4390
MIS,7373
MIS,4378
MIS,4397
MIS,6341
MIS,4397
MIS,3360
MIS,7375
MIS,4397
MIS,3376
MIS,3376
MIS,4378
MIS,3360
MIS,4397
MIS,7378
MIS,8999
MIS,4397
MIS,4397
MIS,7381
MIS,8999
MIS,7397
MIS,4374
MIS,7397
MIS,3360
MIS,3370
MIS,3370
MIS,4374
MIS,7373
MIS,3360
MIS,7397
MIS,8396
MIS,7375
MIS,8397
MIS,3376
MIS,7376
MIS,8999
MIS,4378
MIS,8397
MIS,4397
MIS,3370
MIS,4477
MIS,4381
MSCI,1220
MSCI,1220
MSCI,1220
MSCI,2220
MSCI,1220
MSCI,1220
MSCI,1220
MSCI,1220
MSCI,2220
MSCI,1220
MSCI,3320
MSCI,4398
MSCI,1126
MSCI,1220
MSCI,4320
MSCI,1131
MTLS,6111
MTLS,6320
MUED,3101
MUED,4231
MUED,4340
MUED,3107
MUED,2342
MUED,3100
MUED,3108
MUED,4231
MUED,4221
MUED,3102
MUED,3102
MUED,4231
MUED,3106
MUED,3103
MUED,2342
MUED,3108
MUED,2320
MUED,2320
MUED,4231
MUED,4305
MUED,4340
MUED,7305
MUED,8398
MUED,3104
MUED,3320
MUED,2342
MUED,2342
MUSA,3444
MUSA,6304
MUSA,2300
MUSA,6143
MUSA,4400
MUSA,6340
MUSA,4189
MUSA,2300
MUSA,3432
MUSA,6300
MUSA,4189
MUSA,4420
MUSA,2300
MUSA,4189
MUSA,4189
MUSA,3410
MUSA,6310
MUSA,4440
MUSA,6304
MUSA,8320
MUSA,8320
MUSA,3420
MUSA,8320
MUSA,1330
MUSA,3440
MUSA,8240
MUSA,2300
MUSA,6434
MUSA,4189
MUSA,2324
MUSA,1340
MUSA,8320
MUSA,4444
MUSA,3426
MUSA,1340
MUSA,6204
MUSA,4189
MUSA,2300
MUSA,8320
MUSA,6324
MUSA,8420
MUSA,4410
MUSA,2340
MUSA,3450
MUSA,4189
MUSA,3400
MUSA,8243
MUSA,4402
MUSA,4189
MUSA,2348
MUSA,3430
MUSA,4440
MUSA,2330
MUSA,8320
MUSA,8320
MUSA,1342
MUSA,2346
MUSA,1336
MUSA,1346
MUSA,8242
MUSA,2300
MUSA,8320
MUSA,4410
MUSA,8243
MUSA,6300
MUSA,2320
MUSA,2336
MUSA,4448
MUSA,4438
MUSA,8420
MUSA,4420
MUSA,4400
MUSA,6304
MUSA,1326
MUSA,2350
MUSA,1334
MUSA,8320
MUSA,6440
MUSA,4400
MUSA,3410
MUSA,8243
MUSA,8320
MUSA,4450
MUSA,3442
MUSA,6422
MUSA,3424
MUSA,1378
MUSA,8240
MUSA,6300
MUSA,3420
MUSA,2338
MUSA,4400
MUSA,8241
MUSA,8243
MUSA,8242
MUSA,3424
MUSA,4432
MUSA,3410
MUSA,8240
MUSA,6204
MUSA,6400
MUSA,8241
MUSA,4189
MUSA,4434
MUSA,8320
MUSA,2342
MUSA,6310
MUSA,1344
MUSA,6344
MUSA,6310
MUSA,3442
MUSA,2300
MUSA,8320
MUSA,3434
MUSA,1300
MUSA,8320
MUSA,4189
MUSA,1324
MUSA,6330
MUSA,4189
MUSA,1300
MUSA,8240
MUSA,3422
MUSA,6326
MUSA,8320
MUSA,3402
MUSA,2300
MUSA,6310
MUSA,2344
MUSA,3402
MUSA,2378
MUSA,1322
MUSA,6334
MUSA,1300
MUSA,4400
MUSA,1300
MUSA,3400
MUSA,1176
MUSA,6420
MUSA,8240
MUSA,6300
MUSA,3400
MUSA,4424
MUSA,2348
MUSA,3438
MUSA,3432
MUSA,8220
MUSA,6304
MUSA,3400
MUSA,6322
MUSA,6140
MUSA,8320
MUSA,6141
MUSA,4410
MUSA,2334
MUSA,8241
MUSA,3422
MUSA,3434
MUSA,8320
MUSA,6141
MUSA,4430
MUSA,6342
MUSA,8242
MUSA,4189
MUSA,1350
MUSA,3448
MUSA,2320
MUSA,8320
MUSA,4189
MUSA,2334
MUSA,1276
MUSA,4432
MUSA,4189
MUSA,1342
MUSA,8242
MUSA,6140
MUSA,8240
MUSA,6436
MUSA,6434
MUSA,4189
MUSA,6141
MUSA,2324
MUSA,4402
MUSA,4434
MUSA,4436
MUSA,3400
MUSA,1340
MUSA,6320
MUSA,1320
MUSA,6312
MUSA,2332
MUSA,1348
MUSA,6450
MUSA,6410
MUSA,2342
MUSA,4442
MUSA,2202
MUSA,4189
MUSA,2340
MUSA,3436
MUSA,8240
MUSA,4189
MUSA,2330
MUSA,4189
MUSA,8220
MUSA,8240
MUSA,6300
MUSA,3440
MUSA,3446
MUSA,4400
MUSA,1338
MUSA,4400
MUSA,8240
MUSA,8242
MUSA,8241
MUSA,1330
MUSI,6106
MUSI,8296
MUSI,8106
MUSI,6100
MUSI,8106
MUSI,4198
MUSI,6341
MUSI,2182
MUSI,2117
MUSI,2302
MUSI,1140
MUSI,4198
MUSI,1110
MUSI,8296
MUSI,6114
MUSI,1311
MUSI,4197
MUSI,1181
MUSI,2214
MUSI,4198
MUSI,1120
MUSI,6104
MUSI,1102
MUSI,4397
MUSI,8398
MUSI,6329
MUSI,6398
MUSI,2160
MUSI,1220
MUSI,6200
MUSI,8296
MUSI,6198
MUSI,4198
MUSI,1102
MUSI,1102
MUSI,6106
MUSI,4120
MUSI,6300
MUSI,6198
MUSI,4198
MUSI,2188
MUSI,1102
MUSI,1103
MUSI,8296
MUSI,2117
MUSI,4330
MUSI,6198
MUSI,2182
MUSI,1220
MUSI,4198
MUSI,1102
MUSI,2182
MUSI,1102
MUSI,4250
MUSI,1117
MUSI,8296
MUSI,1122
MUSI,1303
MUSI,4298
MUSI,4379
MUSI,6198
MUSI,8351
MUSI,6300
MUSI,6100
MUSI,1312
MUSI,4100
MUSI,6397
MUSI,2214
MUSI,1110
MUSI,1102
MUSI,6300
MUSI,2117
MUSI,1182
MUSI,1312
MUSI,6198
MUSI,4198
MUSI,6198
MUSI,8301
MUSI,4198
MUSI,4312
MUSI,6397
MUSI,4198
MUSI,4104
MUSI,2117
MUSI,1102
MUSI,4397
MUSI,6198
MUSI,8106
MUSI,6397
MUSI,8106
MUSI,6350
MUSI,6101
MUSI,4100
MUSI,3301
MUSI,6298
MUSI,6198
MUSI,1117
MUSI,1312
MUSI,6198
MUSI,1121
MUSI,6314
MUSI,4298
MUSI,6361
MUSI,2214
MUSI,6198
MUSI,1307
MUSI,1121
MUSI,4102
MUSI,2182
MUSI,6330
MUSI,6112
MUSI,4198
MUSI,4361
MUSI,4198
MUSI,1182
MUSI,4120
MUSI,6102
MUSI,3216
MUSI,8106
MUSI,3303
MUSI,6120
MUSI,3216
MUSI,2214
MUSI,4198
MUSI,6198
MUSI,6106
MUSI,4198
MUSI,6397
MUSI,8300
MUSI,2182
MUSI,1102
MUSI,6198
MUSI,4198
MUSI,1116
MUSI,1102
MUSI,2302
MUSI,6351
MUSI,1182
MUSI,6101
MUSI,4198
MUSI,1102
MUSI,3364
MUSI,1307
MUSI,6261
MUSI,8399
MUSI,8106
MUSI,1102
MUSI,3303
MUSI,4399
MUSI,1117
MUSI,4304
MUSI,4298
MUSI,2362
MUSI,6198
MUSI,6350
MUSI,7399
NAVY,4301
NAVY,3301
NAVY,4302
NSS,4345
NURS,4318
NURS,4219
NURS,4419
NURS,8208
NURS,3314
NURS,4221
NURS,3633
NURS,3247
NURS,3440
NURS,6332
NURS,4221
NURS,6301
NURS,6330
NURS,3312
NURS,4312
NURS,3631
NURS,4211
NURS,6351
NURS,4219
NURS,4318
NURS,3230
NURS,3313
NURS,4322
NURS,6309
NURS,8207
NURS,4213
NURS,3314
NUTR,6311
NUTR,4345
NUTR,6306
NUTR,4312
NUTR,4349
NUTR,6308
NUTR,4353
NUTR,6307
NUTR,2332
NUTR,2133
NUTR,4348
NUTR,4333
NUTR,6316
NUTR,3330
NUTR,6312
NUTR,4334
NUTR,3101
NUTR,4201
NUTR,6305
NUTR,4347
NUTR,4352
NUTR,4351
NUTR,2333
NUTR,2133
NUTR,3336
NUTR,2332
NUTR,4346
NUTR,3334
NUTR,4348
NUTR,2332
NUTR,2332
OPTO,7330
OPTO,5135
OPTO,5331
OPTO,5172
OPTO,5335
OPTO,5172
OPTO,7337
OPTO,5198
OPTO,7130
OPTO,7162
OPTO,5194
OPTO,6351
OPTO,6151
OPTO,6251
OPTO,7162
OPTO,8992
OPTO,5250
OPTO,6333
OPTO,5198
OPTO,7130
OPTO,7130
OPTO,5194
OPTO,6250
OPTO,6174
OPTO,7262
OPTO,8696
OPTO,6351
OPTO,5221
OPTO,5194
OPTO,5315
OPTO,8991
OPTO,5112
OPTO,7495
OPTO,8992
OPTO,6374
OPTO,8993
OPTO,7494
OPTO,7262
OPTO,7253
OPTO,7130
OPTO,8338
OPTO,7494
OPTO,5198
OPTO,8991
OPTO,6312
OPTO,6312
OPTO,6351
OPTO,8384
OPTO,5298
OPTO,5198
OPTO,8338
OPTO,7495
OPTO,7120
OPTO,7383
OPTO,6374
OPTO,6124
OPTO,7130
OPTO,6174
OPTO,8993
OPTO,5331
OPTO,6174
OPTO,5335
OPTO,5172
OPTO,8990
OPTO,5315
OPTO,5272
OPTO,5221
OPTO,6124
OPTO,5112
OPTO,6335
OPTO,6260
OPTO,8384
OPTO,5194
OPTO,5135
OPTO,6251
OPTO,7337
OPTO,5135
OPTO,5198
OPTO,8993
OPTO,5298
OPTO,7383
OPTO,5135
OPTO,5172
OPTO,5172
OPTO,6151
OPTO,5298
OPTO,7162
OPTO,6291
OPTO,5198
OPTO,6291
OPTO,8696
OPTO,6151
OPTO,7162
OPTO,8696
OPTO,5272
OPTO,5112
OPTO,6333
OPTO,6174
OPTO,7253
OPTO,8384
OPTO,5298
OPTO,7130
OPTO,5298
OPTO,5198
OPTO,5112
OPTO,8991
OPTO,5282
OPTO,5198
OPTO,5172
OPTO,5198
OPTO,5172
OPTO,8992
OPTO,5282
OPTO,5172
OPTO,7120
OPTO,7130
OPTO,7130
OPTO,5198
OPTO,6335
OPTO,6151
OPTO,5198
PCEU,8399
PCEU,6298
PCEU,6198
PCEU,7181
PCEU,6198
PCEU,8698
PCEU,6298
PCEU,7355
PCEU,6298
PCEU,8498
PCEU,6398
PCEU,8998
PCEU,8398
PCEU,7142
PCEU,6198
PCEU,8399
PCEU,8998
PCEU,6498
PCEU,6498
PCEU,6498
PCEU,6498
PCEU,8698
PCEU,8399
PCEU,6398
PCOL,6345
PCOL,6298
PCOL,6498
PCOL,6398
PCOL,8498
PCOL,6398
PCOL,6298
PCOL,7142
PCOL,6298
PCOL,6371
PCOL,6298
PCOL,8998
PCOL,6198
PCOL,6198
PCOL,8399
PCOL,7181
PCOL,6198
PCOL,8398
PCOL,6198
PCOL,8698
PCOL,8998
PCOL,8698
PCOL,6198
PCOL,6498
PCOL,7350
PCOL,7370
PCOL,8199
PCOL,6198
PCOL,6498
PCOL,8998
PCOL,6498
PCOL,6198
PCOL,8998
PEP,7398
PEP,6321
PEP,8699
PEP,8699
PEP,7398
PEP,8350
PEP,7398
PEP,8350
PEP,7398
PEP,8699
PEP,8999
PEP,8999
PEP,8399
PEP,7397
PEP,7398
PEP,7398
PEP,8350
PEP,7393
PEP,6322
PEP,7398
PEP,7397
PEP,8399
PEP,8350
PEP,7397
PEP,8314
PEP,8399
PEP,7399
PEP,7398
PEP,8334
PEP,8399
PEP,7307
PEP,8323
PEP,8699
PETR,6326
PETR,8298
PETR,3321
PETR,6302
PETR,7399
PETR,1111
PETR,8598
PETR,3318
PETR,6326
PETR,8298
PETR,3363
PETR,8498
PETR,7397
PETR,8598
PETR,8999
PETR,6312
PETR,8398
PETR,6397
PETR,8399
PETR,8399
PETR,8598
PETR,5397
PETR,6397
PETR,8398
PETR,6351
PETR,8699
PETR,3310
PETR,8298
PETR,2111
PETR,8298
PETR,8298
PETR,8699
PETR,8699
PETR,7399
PETR,8398
PETR,8598
PETR,8298
PETR,8598
PETR,6111
PETR,8598
PETR,2313
PETR,6111
PETR,6399
PETR,8298
PETR,6302
PETR,8398
PETR,5397
PETR,2311
PETR,6397
PETR,6364
PETR,8999
PETR,8399
PETR,5397
PETR,8398
PETR,8598
PETR,4311
PETR,8598
PETR,6364
PETR,6351
PETR,7399
PETR,8398
PETR,6320
PETR,8399
PETR,6320
PETR,8598
PETR,4312
PETR,8999
PETR,8699
PETR,8699
PETR,8399
PETR,6397
PETR,3318
PETR,7397
PETR,7399
PETR,8298
PETR,8999
PETR,8298
PETR,8398
PETR,7397
PETR,6312
PETR,3372
PETR,8298
PHAR,5675
PHAR,5297
PHAR,5683
PHAR,5368
PHAR,5675
PHAR,5692
PHAR,5681
PHAR,5672
PHAR,5297
PHAR,5693
PHAR,5169
PHAR,4160
PHAR,5696
PHAR,5681
PHAR,5368
PHAR,5680
PHAR,5367
PHAR,5668
PHAR,5678
PHAR,5297
PHAR,5683
PHAR,5208
PHAR,5259
PHAR,5297
PHAR,5297
PHAR,4331
PHAR,4275
PHAR,4200
PHAR,5218
PHAR,5270
PHAR,4221
PHAR,5330
PHAR,5266
PHAR,5218
PHAR,5270
PHAR,5690
PHAR,5297
PHAR,5675
PHAR,5644
PHAR,5297
PHAR,4340
PHAR,5219
PHAR,5645
PHAR,5662
PHAR,5259
PHAR,5670
